,property_type,building_name,address,access_1,access_2,access_3,age,building_floors,room_floor,rent,management_fee,deposit,gratuity,layout,area,url,posting_date
1942,賃貸マンション,メゾンエステール,愛知県名古屋市昭和区明月町２,地下鉄鶴舞線/御器所駅 歩8分,地下鉄鶴舞線/荒畑駅 歩9分,地下鉄桜通線/桜山駅 歩13分,築32年,3階建,3階,4.2万円,4000円,-,-,1K,23.12m2,https://suumo.jp/chintai/jnc_000063656132/?bc=100361687083,2024-02-19
1943,賃貸アパート,フレグランス南山,愛知県名古屋市瑞穂区上山町３,地下鉄鶴舞線/いりなか駅 歩14分,地下鉄鶴舞線/八事駅 歩19分,地下鉄桜通線/桜山駅 歩20分,築29年,2階建,2階,3.5万円,-,-,3.5万円,ワンルーム,21.18m2,https://suumo.jp/chintai/jnc_000068239213/?bc=100362175182,2024-02-19
1944,賃貸マンション,地下鉄鶴舞線 御器所駅 8階建 築28年,愛知県名古屋市昭和区紅梅町３,地下鉄鶴舞線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩12分,築28年,8階建,1階,5万円,5000円,-,-,1K,21.84m2,https://suumo.jp/chintai/jnc_000086621792/?bc=100335651027,2024-02-19
1945,賃貸マンション,地下鉄鶴舞線 御器所駅 8階建 築28年,愛知県名古屋市昭和区紅梅町３,地下鉄鶴舞線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩12分,築28年,8階建,4階,5.3万円,5000円,-,-,1K,22m2,https://suumo.jp/chintai/jnc_000021181229/?bc=100360503542,2024-02-19
1946,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築37年,愛知県名古屋市昭和区天神町３,地下鉄鶴舞線/御器所駅 歩2分,地下鉄鶴舞線/荒畑駅 歩11分,地下鉄桜通線/桜山駅 歩12分,築37年,4階建,4階,8.2万円,3000円,16.4万円,8.2万円,1LDK,40.67m2,https://suumo.jp/chintai/jnc_000066267754/?bc=100355498302,2024-02-19
1947,賃貸アパート,ムーニー朝日Ｎｏ2,愛知県名古屋市昭和区御器所３,地下鉄鶴舞線/荒畑駅 歩5分,地下鉄桜通線/御器所駅 歩12分,地下鉄桜通線/桜山駅 歩15分,築30年,2階建,2階,4万円,-,-,-,1K,25m2,https://suumo.jp/chintai/jnc_000086187578/?bc=100353289983,2024-02-19
1948,賃貸アパート,ムーニー朝日Ｎｏ2,愛知県名古屋市昭和区御器所３,地下鉄鶴舞線/荒畑駅 歩5分,地下鉄桜通線/御器所駅 歩12分,地下鉄桜通線/桜山駅 歩15分,築30年,2階建,1階,4.2万円,-,-,-,1K,23.47m2,https://suumo.jp/chintai/jnc_000083429681/?bc=100334242377,2024-02-19
1949,賃貸アパート,地下鉄桜通線 瑞穂区役所駅 2階建 築32年,愛知県名古屋市瑞穂区平郷町４,地下鉄桜通線/瑞穂区役所駅 歩13分,地下鉄桜通線/桜山駅 歩22分,名鉄名古屋本線/神宮前駅 歩22分,築32年,2階建,1階,3.4万円,2000円,-,-,ワンルーム,14.4m2,https://suumo.jp/chintai/jnc_000078505674/?bc=100364220773,2024-02-19
1950,賃貸マンション,地下鉄鶴舞線 御器所駅 6階建 築27年,愛知県名古屋市昭和区紅梅町３,地下鉄鶴舞線/御器所駅 歩1分,地下鉄鶴舞線/荒畑駅 歩10分,地下鉄桜通線/桜山駅 歩13分,築27年,6階建,2階,5万円,-,-,-,1K,24.36m2,https://suumo.jp/chintai/jnc_000083628803/?bc=100355508562,2024-02-19
1951,賃貸アパート,ベルシティ台町,愛知県名古屋市昭和区台町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩7分,地下鉄桜通線/桜山駅 歩15分,築33年,2階建,1階,4万円,2000円,-,-,1K,21.18m2,https://suumo.jp/chintai/jnc_000062134876/?bc=100290534660,2024-02-19
1952,賃貸アパート,ベルシティ台町,愛知県名古屋市昭和区台町２,地下鉄桜通線/御器所駅 歩6分,地下鉄鶴舞線/荒畑駅 歩7分,地下鉄桜通線/桜山駅 歩15分,築33年,2階建,2階,4.2万円,2000円,-,-,1K,21.18m2,https://suumo.jp/chintai/jnc_000062134877/?bc=100283383711,2024-02-19
1953,賃貸マンション,ファミール松風,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩10分,築31年,3階建,2階,3.5万円,3000円,-,-,1K,20m2,https://suumo.jp/chintai/jnc_000081314157/?bc=100363397066,2024-02-19
1954,賃貸マンション,ファミール松風,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩10分,築31年,3階建,3階,3.7万円,3000円,7.4万円,3.7万円,1K,20m2,https://suumo.jp/chintai/jnc_000073972274/?bc=100365747476,2024-02-19
1955,賃貸マンション,ファミール松風,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩10分,築31年,3階建,2階,3.7万円,3000円,7.4万円,-,1K,20m2,https://suumo.jp/chintai/jnc_000059102723/?bc=100323662687,2024-02-19
1956,賃貸マンション,ファミール松風,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩10分,築31年,3階建,3階,3.7万円,3000円,7.4万円,-,ワンルーム,20m2,https://suumo.jp/chintai/jnc_000083842952/?bc=100336768866,2024-02-19
1957,賃貸マンション,ファミール松風,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩10分,築31年,3階建,2階,3.9万円,3000円,7.8万円,-,1K,20m2,https://suumo.jp/chintai/jnc_000019655706/?bc=100331933100,2024-02-19
1958,賃貸マンション,ファミール松風,愛知県名古屋市昭和区松風町２,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩10分,地下鉄鶴舞線/荒畑駅 歩10分,築31年,3階建,3階,3.9万円,3000円,-,-,1K,20m2,https://suumo.jp/chintai/jnc_000086232009/?bc=100351915398,2024-02-19
1959,賃貸マンション,地下鉄鶴舞線 いりなか駅 3階建 築24年,愛知県名古屋市昭和区五軒家町,地下鉄鶴舞線/いりなか駅 歩10分,地下鉄鶴舞線/川名駅 歩13分,地下鉄桜通線/桜山駅 歩19分,築24年,3階建,2階,4.6万円,3300円,-,-,1K,23.6m2,https://suumo.jp/chintai/jnc_000086473686/?bc=100334970968,2024-02-19
1960,賃貸アパート,レオパレスダンケ,愛知県名古屋市昭和区五軒家町,地下鉄鶴舞線/川名駅 歩9分,地下鉄鶴舞線/いりなか駅 歩11分,地下鉄桜通線/桜山駅 歩23分,築24年,2階建,1階,3.5万円,5500円,-,3.5万円,1K,20.28m2,https://suumo.jp/chintai/jnc_000086242326/?bc=100317751849,2024-02-19
1961,賃貸アパート,レオパレスダンケ,愛知県名古屋市昭和区五軒家町,地下鉄鶴舞線/川名駅 歩9分,地下鉄鶴舞線/いりなか駅 歩11分,地下鉄桜通線/桜山駅 歩23分,築24年,2階建,1階,3.9万円,5500円,-,3.9万円,1K,20.28m2,https://suumo.jp/chintai/jnc_000074637319/?bc=100346450608,2024-02-19
1962,賃貸マンション,ROSE HILL,愛知県名古屋市瑞穂区雁道町１,ＪＲ東海道本線/熱田駅 歩17分,名鉄名古屋本線/神宮前駅 歩19分,地下鉄桜通線/桜山駅 歩23分,築28年,5階建,3階,3.65万円,5500円,7万円,-,1K,20.69m2,https://suumo.jp/chintai/jnc_000077652940/?bc=100361804460,2024-02-19
1963,賃貸アパート,地下鉄鶴舞線 荒畑駅 2階建 築30年,愛知県名古屋市昭和区御器所３,地下鉄鶴舞線/荒畑駅 歩5分,地下鉄鶴舞線/御器所駅 歩14分,地下鉄桜通線/桜山駅 歩15分,築30年,2階建,1階,3.8万円,2000円,3.8万円,-,1K,22.46m2,https://suumo.jp/chintai/jnc_000074290595/?bc=100357099095,2024-02-19
1964,賃貸マンション,フレンドハウス,愛知県名古屋市昭和区石仏町２,地下鉄鶴舞線/御器所駅 歩5分,地下鉄桜通線/桜山駅 歩14分,地下鉄鶴舞線/川名駅 歩13分,築37年,4階建,4階,5.4万円,4000円,-,-,1K,25.29m2,https://suumo.jp/chintai/jnc_000088159046/?bc=100364318404,2024-02-19
1965,賃貸アパート,翠明ビル明月,愛知県名古屋市昭和区明月町２,地下鉄鶴舞線/御器所駅 歩7分,地下鉄鶴舞線/荒畑駅 歩7分,地下鉄桜通線/桜山駅 歩14分,築38年,3階建,3階,4.5万円,2000円,-,-,1DK,31.4m2,https://suumo.jp/chintai/jnc_000047340897/?bc=100255560336,2024-02-19
1966,賃貸マンション,地下鉄鶴舞線 荒畑駅 3階建 築31年,愛知県名古屋市昭和区若柳町１,地下鉄鶴舞線/荒畑駅 歩7分,地下鉄桜通線/御器所駅 歩10分,地下鉄桜通線/桜山駅 歩13分,築31年,3階建,3階,3.7万円,3000円,-,-,1K,24m2,https://suumo.jp/chintai/jnc_000048834436/?bc=100346725585,2024-02-19
1967,賃貸マンション,地下鉄鶴舞線 荒畑駅 3階建 築31年,愛知県名古屋市昭和区若柳町１,地下鉄鶴舞線/荒畑駅 歩7分,地下鉄桜通線/御器所駅 歩10分,地下鉄桜通線/桜山駅 歩13分,築31年,3階建,3階,3.9万円,3000円,-,-,1K,24m2,https://suumo.jp/chintai/jnc_000085419311/?bc=100338155686,2024-02-19
1968,賃貸マンション,荒川コーポ,愛知県名古屋市昭和区紅梅町１,地下鉄鶴舞線/荒畑駅 歩5分,地下鉄鶴舞線/御器所駅 歩5分,地下鉄桜通線/桜山駅 歩15分,築48年,4階建,4階,5万円,-,15万円,-,2K,38.67m2,https://suumo.jp/chintai/jnc_000055686898/?bc=100307790026,2024-02-19
1969,賃貸マンション,地下鉄鶴舞線 御器所駅 4階建 築29年,愛知県名古屋市昭和区広路本町３,地下鉄鶴舞線/御器所駅 歩8分,地下鉄鶴舞線/川名駅 歩8分,地下鉄桜通線/桜山駅 歩22分,築29年,4階建,2階,4万円,3500円,-,-,1K,21.8m2,https://suumo.jp/chintai/jnc_000084813835/?bc=100355073264,2024-02-19
1970,賃貸マンション,地下鉄鶴舞線 川名駅 3階建 築48年,愛知県名古屋市昭和区五軒家町,地下鉄鶴舞線/川名駅 歩9分,地下鉄鶴舞線/いりなか駅 歩10分,地下鉄桜通線/桜山駅 歩17分,築48年,3階建,2階,6万円,3000円,12万円,-,1LDK,44.7m2,https://suumo.jp/chintai/jnc_000062486082/?bc=100354382088,2024-02-19
1971,賃貸マンション,溝口コーポラス,愛知県名古屋市昭和区御器所３,地下鉄鶴舞線/荒畑駅 歩6分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩14分,築40年,3階建,2階,4万円,2000円,4万円,4万円,1DK,24m2,https://suumo.jp/chintai/jnc_000070287638/?bc=100275987627,2024-02-19
1972,賃貸マンション,溝口コーポラス,愛知県名古屋市昭和区御器所３,地下鉄鶴舞線/荒畑駅 歩6分,地下鉄桜通線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩14分,築40年,3階建,3階,4万円,2000円,4万円,4万円,1DK,24m2,https://suumo.jp/chintai/jnc_000069364855/?bc=100321536595,2024-02-19
1973,賃貸マンション,プチメゾン若柳,愛知県名古屋市昭和区若柳町１,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/御器所駅 歩12分,地下鉄桜通線/桜山駅 歩14分,築31年,3階建,3階,3.9万円,3000円,-,-,1K,24m2,https://suumo.jp/chintai/jnc_000050103967/?bc=100313224320,2024-02-19
1974,賃貸マンション,地下鉄鶴舞線 御器所駅 7階建 築38年,愛知県名古屋市昭和区石仏町１,地下鉄鶴舞線/御器所駅 歩4分,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/荒畑駅 歩13分,築38年,7階建,3階,7.2万円,8000円,14.4万円,-,1K,45.36m2,https://suumo.jp/chintai/jnc_000085737133/?bc=100348428680,2024-02-19
1975,賃貸アパート,シティハイムひろじ,愛知県名古屋市昭和区広路本町４,地下鉄鶴舞線/川名駅 歩6分,地下鉄鶴舞線/御器所駅 歩10分,地下鉄桜通線/桜山駅 歩17分,築34年,2階建,1階,3.6万円,2000円,-,-,1K,23.87m2,https://suumo.jp/chintai/jnc_000023101081/?bc=100317383384,2024-02-19
1976,賃貸マンション,ベルメゾン中川II　　ZEROセレブ可能,愛知県名古屋市昭和区出口町１,地下鉄鶴舞線/荒畑駅 歩8分,地下鉄桜通線/桜山駅 歩15分,地下鉄桜通線/御器所駅 歩17分,築25年,4階建,3階,3.9万円,4000円,-,-,ワンルーム,17m2,https://suumo.jp/chintai/jnc_000086092566/?bc=100305217913,2024-02-19
1977,賃貸アパート,シャトルＫ,愛知県名古屋市瑞穂区亀城町３,ＪＲ中央本線/金山駅 歩28分,地下鉄桜通線/桜山駅 歩17分,地下鉄桜通線/瑞穂区役所駅 歩19分,築25年,2階建,1階,3.9万円,2000円,-,-,1K,21.6m2,https://suumo.jp/chintai/jnc_000082189455/?bc=100283196141,2024-02-19
1978,賃貸アパート,地下鉄鶴舞線 川名駅 2階建 築31年,愛知県名古屋市昭和区南分町５,地下鉄鶴舞線/川名駅 歩9分,地下鉄鶴舞線/御器所駅 歩14分,地下鉄桜通線/桜山駅 歩18分,築31年,2階建,1階,3.8万円,2000円,-,-,1K,22m2,https://suumo.jp/chintai/jnc_000088235272/?bc=100302547595,2024-02-19
1979,賃貸アパート,地下鉄鶴舞線 川名駅 2階建 築31年,愛知県名古屋市昭和区南分町５,地下鉄鶴舞線/川名駅 歩9分,地下鉄鶴舞線/御器所駅 歩14分,地下鉄桜通線/桜山駅 歩18分,築31年,2階建,2階,4.6万円,2000円,-,-,1K,22m2,https://suumo.jp/chintai/jnc_000088320766/?bc=100345563181,2024-02-19
1980,賃貸アパート,マローネ南,愛知県名古屋市昭和区南分町５,地下鉄鶴舞線/川名駅 歩9分,地下鉄桜通線/御器所駅 歩14分,地下鉄桜通線/桜山駅 歩18分,築31年,2階建,1階,3.8万円,2000円,-,-,1K,22m2,https://suumo.jp/chintai/jnc_000088260257/?bc=100257775257,2024-02-19
1981,賃貸アパート,マローネ南,愛知県名古屋市昭和区南分町５,地下鉄鶴舞線/川名駅 歩9分,地下鉄桜通線/御器所駅 歩14分,地下鉄桜通線/桜山駅 歩18分,築31年,2階建,2階,4.6万円,2000円,-,-,1K,22m2,https://suumo.jp/chintai/jnc_000088235271/?bc=100333627210,2024-02-19
1982,賃貸アパート,サンシャトー峰,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/鶴舞駅 バス6分 (バス停)円上 歩6分,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,築28年,2階建,1階,3.9万円,4000円,-,-,1K,22.5m2,https://suumo.jp/chintai/jnc_000067566762/?bc=100283349179,2024-02-19
1983,賃貸アパート,サンシャトー峰,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/鶴舞駅 バス6分 (バス停)円上 歩6分,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,築28年,2階建,1階,4万円,4000円,-,-,1K,22.5m2,https://suumo.jp/chintai/jnc_000070865728/?bc=100299950287,2024-02-19
1984,賃貸アパート,サンシャトー峰,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/鶴舞駅 バス6分 (バス停)円上 歩6分,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,築28年,2階建,1階,4万円,4000円,-,-,1K,22.5m2,https://suumo.jp/chintai/jnc_000070718070/?bc=100283349158,2024-02-19
1985,賃貸マンション,地下鉄鶴舞線 荒畑駅 9階建 築18年,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,ＪＲ中央本線/鶴舞駅 歩23分,築18年,9階建,2階,5.2万円,6000円,5.2万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000076416403/?bc=100346669239,2024-02-19
1986,賃貸マンション,地下鉄鶴舞線 荒畑駅 9階建 築18年,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,ＪＲ中央本線/鶴舞駅 歩23分,築18年,9階建,7階,5.4万円,6000円,5.4万円,-,1K,29.4m2,https://suumo.jp/chintai/jnc_000018081384/?bc=100361202852,2024-02-19
1987,賃貸マンション,地下鉄鶴舞線 荒畑駅 9階建 築18年,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,ＪＲ中央本線/鶴舞駅 歩23分,築18年,9階建,4階,5.5万円,6000円,5.5万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000084162701/?bc=100338866209,2024-02-19
1988,賃貸マンション,地下鉄鶴舞線 荒畑駅 9階建 築18年,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,ＪＲ中央本線/鶴舞駅 歩23分,築18年,9階建,9階,5.9万円,6000円,5.9万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000030629528/?bc=100338868991,2024-02-19
1989,賃貸マンション,地下鉄鶴舞線 荒畑駅 9階建 築18年,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩15分,地下鉄桜通線/桜山駅 歩19分,ＪＲ中央本線/鶴舞駅 歩23分,築18年,9階建,7階,6.2万円,6000円,6.2万円,-,1K,29.9m2,https://suumo.jp/chintai/jnc_000084162702/?bc=100338865629,2024-02-19
1990,賃貸アパート,地下鉄鶴舞線 川名駅 2階建 築32年,愛知県名古屋市昭和区南分町５,地下鉄鶴舞線/川名駅 歩7分,地下鉄鶴舞線/御器所駅 歩13分,地下鉄桜通線/桜山駅 歩18分,築32年,2階建,1階,3.3万円,2000円,-,-,1K,22.1m2,https://suumo.jp/chintai/jnc_000086359493/?bc=100352909314,2024-02-19
1991,賃貸マンション,カ-サニイミ,愛知県名古屋市昭和区明月町３,地下鉄鶴舞線/御器所駅 歩5分,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/荒畑駅 歩14分,築37年,3階建,2階,3.9万円,-,-,-,ワンルーム,18.6m2,https://suumo.jp/chintai/jnc_000079002365/?bc=100242801064,2024-02-19
1992,賃貸マンション,カ-サニイミ,愛知県名古屋市昭和区明月町３,地下鉄鶴舞線/御器所駅 歩5分,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/荒畑駅 歩14分,築37年,3階建,2階,4万円,-,-,-,ワンルーム,20.8m2,https://suumo.jp/chintai/jnc_000079002362/?bc=100210708476,2024-02-19
1993,賃貸マンション,カ-サニイミ,愛知県名古屋市昭和区明月町３,地下鉄鶴舞線/御器所駅 歩5分,地下鉄桜通線/桜山駅 歩12分,地下鉄鶴舞線/荒畑駅 歩14分,築37年,3階建,3階,4.3万円,-,-,-,1K,22.8m2,https://suumo.jp/chintai/jnc_000073992192/?bc=100278506763,2024-02-19
1994,賃貸マンション,地下鉄鶴舞線 川名駅 3階建 築29年,愛知県名古屋市昭和区五軒家町,地下鉄鶴舞線/川名駅 歩10分,地下鉄鶴舞線/いりなか駅 歩12分,地下鉄桜通線/桜山駅 歩21分,築29年,3階建,3階,4.5万円,3000円,-,-,1K,23.4m2,https://suumo.jp/chintai/jnc_000087021942/?bc=100357304119,2024-02-19
1996,賃貸マンション,地下鉄鶴舞線 荒畑駅 7階建 築28年,愛知県名古屋市昭和区紅梅町１,地下鉄鶴舞線/荒畑駅 歩1分,地下鉄桜通線/御器所駅 歩7分,地下鉄桜通線/桜山駅 歩18分,築28年,7階建,3階,3.8万円,3300円,-,-,1K,24.51m2,https://suumo.jp/chintai/jnc_000087933623/?bc=100346538463,2024-02-19
1997,賃貸マンション,地下鉄鶴舞線 荒畑駅 4階建 築29年,愛知県名古屋市昭和区天神町１,地下鉄鶴舞線/荒畑駅 歩1分,地下鉄桜通線/御器所駅 歩8分,地下鉄桜通線/桜山駅 歩17分,築29年,4階建,3階,4万円,-,-,-,1K,23m2,https://suumo.jp/chintai/jnc_000029396755/?bc=100351560277,2024-02-19
1998,賃貸マンション,ブロア泉,愛知県名古屋市昭和区長池町５,地下鉄鶴舞線/川名駅 歩11分,地下鉄桜通線/桜山駅 歩16分,地下鉄鶴舞線/いりなか駅 歩15分,築25年,3階建,3階,4万円,3000円,-,-,1K,22.96m2,https://suumo.jp/chintai/jnc_000045540138/?bc=100308433219,2024-02-19
1999,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,1階,12.8万円,10000円,12.8万円,12.8万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084057809/?bc=100345354735,2024-02-19
2000,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,1階,13.2万円,10000円,13.2万円,13.2万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084088444/?bc=100345354727,2024-02-19
2001,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,2階,13.3万円,10000円,13.3万円,13.3万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084088445/?bc=100349070033,2024-02-19
2002,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,4階,13.35万円,10000円,13.35万円,13.35万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084103020/?bc=100345354720,2024-02-19
2003,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,6階,13.4万円,10000円,13.4万円,13.4万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084103026/?bc=100364683418,2024-02-19
2004,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,2階,13.45万円,10000円,13.45万円,13.45万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084103014/?bc=100349070037,2024-02-19
2005,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,4階,13.5万円,10000円,13.5万円,13.5万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084103019/?bc=100355028437,2024-02-19
2006,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,10階,13.5万円,10000円,13.5万円,13.5万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000085255403/?bc=100345502058,2024-02-19
2007,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,3階,13.5万円,10000円,13.5万円,13.5万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084103016/?bc=100355026363,2024-02-19
2008,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,12階,13.55万円,10000円,13.55万円,13.55万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000085255407/?bc=100345525216,2024-02-19
2009,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,11階,13.55万円,10000円,13.55万円,13.55万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000085255405/?bc=100345502094,2024-02-19
2010,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,5階,13.55万円,10000円,13.55万円,13.55万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084103022/?bc=100340757861,2024-02-19
2011,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,13階,13.6万円,10000円,13.6万円,13.6万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000085255409/?bc=100360808740,2024-02-19
2012,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,15階,13.62万円,10000円,13.62万円,13.62万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084108403/?bc=100345767944,2024-02-19
2013,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,10階,13.65万円,10000円,13.65万円,13.65万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084108401/?bc=100338532333,2024-02-19
2014,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,2階,13.7万円,10000円,13.7万円,13.7万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000084103015/?bc=100349069999,2024-02-19
2015,賃貸マンション,地下鉄鶴舞線 荒畑駅 15階建 新築,愛知県名古屋市昭和区円上町,地下鉄鶴舞線/荒畑駅 歩18分,地下鉄桜通線/桜山駅 歩21分,地下鉄名城線/東別院駅 歩23分,新築,15階建,11階,13.7万円,10000円,13.7万円,13.7万円,2LDK,63.86m2,https://suumo.jp/chintai/jnc_000085255404/?bc=100345502091,2024-02-19
